"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Control_1","Control_2","Activated_1","Activated_2","go","genename"
"F630028O10Rik",280.533927088403,-2.8029038936412,0.881823088060431,-3.17853312256338,0.00148022304659094,0.00841745735628326,205,853,89,52,NA,"RIKEN cDNA F630028O10 gene"
"Zfp788",123.823096881755,-1.0144452738022,0.319252855198,-3.17756053637497,0.00148519681049404,0.00844131009867889,144,190,84,82,"GO:0003674","zinc finger protein 788"
"1190002N15Rik",128.365223272619,-0.998177326303605,0.314266054105527,-3.17621745417158,0.00149209059279842,0.00847604477807302,149,196,79,95,"GO:0000139","RIKEN cDNA 1190002N15 gene"
"Tbc1d14",403.377902485356,-0.641669509695747,0.202066781300429,-3.17553189874255,0.00149562077046454,0.00849164560086076,432,558,320,318,"GO:0005096","TBC1 domain family, member 14"
"Egln2",207.491800320231,0.892959542884516,0.281476448875065,3.17241299033462,0.00151177852572371,0.00857439621422247,100,200,262,286,"GO:0001666","egl-9 family hypoxia-inducible factor 2"
"Setdb1",518.42236712737,-0.589701748470838,0.185878823317272,-3.17250635627433,0.00151129251030566,0.00857439621422247,532,727,410,429,"GO:0000122","SET domain, bifurcated 1"
"Hsdl1",135.260661308542,-0.976004156308567,0.307720602033048,-3.17172184722214,0.00151538074414802,0.00859032946172452,148,216,89,96,"GO:0003674","hydroxysteroid dehydrogenase like 1"
"Morc3",881.684754800358,-0.509226907885187,0.160588856051064,-3.17099779154827,0.00151916298094647,0.00860726598984997,896,1194,705,771,"GO:0003674","microrchidia 3"
"AI467606",109.910313697084,-1.07942875587283,0.34071713894493,-3.1681081826861,0.00153434414049483,0.00868873500992185,143,154,69,74,"GO:0003674","expressed sequence AI467606"
"E130012A19Rik",22.0032341002986,2.46088993795755,0.776976847393116,3.16726289362963,0.00153881138478896,0.00870947948349989,4,10,33,43,NA,NA
"Nop56",700.199822300554,0.551947786400425,0.174291974351018,3.16679978212205,0.00154126394593117,0.00871880539230934,470,682,784,907,"GO:0000154","NOP56 ribonucleoprotein"
"Elf4",3805.42524532437,-0.427676117719638,0.135128576393445,-3.1649568813217,0.00155105934947663,0.00876506308444465,4031,4701,3082,3505,"GO:0000978","E74-like factor 4 (ets domain transcription factor)"
"Mvp",693.586639295538,0.545231381546517,0.172267424282807,3.16502892997009,0.00155067532148498,0.00876506308444465,510,622,786,884,"GO:0005634","major vault protein"
"Cct6a",319.017768356694,0.688588180620858,0.217664384516885,3.16353170110584,0.00155867375559431,0.0087989123472398,211,282,390,408,"GO:0000166","chaperonin containing Tcp1, subunit 6a (zeta)"
"Rpl4",13294.050355211,0.403024181790007,0.127391371792851,3.1636693766463,0.00155793668806934,0.0087989123472398,10179,12842,13881,16890,"GO:0002181","ribosomal protein L4"
"Banp",324.281000150466,-0.8927067292055,0.282206228822508,-3.1633133433315,0.00155984342660578,0.00880092908355232,476,341,242,216,"GO:0002039","BTG3 associated nuclear protein"
"B4galt3",270.846767183637,0.730449688959482,0.230954844702654,3.16273810969373,0.00156292863492951,0.00881374591472743,180,230,333,352,"GO:0003831","UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3"
"Fcho2",824.021370738684,-0.589272639558967,0.18635893921296,-3.16203044537391,0.00156673183004187,0.00882600411588328,901,1083,731,596,"GO:0001786","FCH domain only 2"
"Tiparp",668.750031825621,0.64457859063972,0.203843978090771,3.16211740310863,0.00156626403494596,0.00882600411588328,538,490,765,890,"GO:0001570","TCDD-inducible poly(ADP-ribose) polymerase"
"Klrb1f",148.235151233726,-0.930161933884492,0.294290343826065,-3.16069471322596,0.00157393367676912,0.00886196648671513,166,227,99,108,"GO:0004872","killer cell lectin-like receptor subfamily B member 1F"
"Rmnd5a",1008.36940459101,-0.50011452328127,0.158279512932592,-3.15969207900114,0.00157935957747119,0.0088878973001275,1076,1292,807,887,"GO:0004842","required for meiotic nuclear division 5 homolog A"
"Rab3ip",114.409845553318,-1.06808356361633,0.338058331290424,-3.15946528973056,0.00158058926635592,0.00889019912898944,150,158,67,83,"GO:0005085","RAB3A interacting protein"
"Polr3k",148.089840538222,-0.93698135872996,0.29674302229061,-3.15755144467169,0.00159100161094212,0.00894412062861236,160,235,102,104,"GO:0001056","polymerase (RNA) III (DNA directed) polypeptide K"
"Fam160b1",361.77727146883,-0.672960621781811,0.213140030975127,-3.15736381712521,0.0015920257969691,0.0089452362336962,385,512,293,271,"GO:0003674","family with sequence similarity 160, member B1"
"Rac2",2766.02491363904,0.444577082486547,0.140840462539296,3.15660055690677,0.00159619839812623,0.00896403175059692,2023,2707,2884,3601,"GO:0000166","RAS-related C3 botulinum substrate 2"
"Pabpc4",213.678951115418,0.828971190051978,0.262638964674575,3.15631456695362,0.00159776444290122,0.00896817731085435,132,179,236,321,"GO:0003723","poly(A) binding protein, cytoplasmic 4"
"Ttc14",857.488150529025,-0.59155958935155,0.187486718462614,-3.15520797527592,0.00160383733235687,0.00899760218613259,805,1301,742,640,"GO:0003676","tetratricopeptide repeat domain 14"
"Pstpip2",354.803356707071,0.66104452944403,0.209662027795454,3.15290535150669,0.00161654211396506,0.00906418256758978,244,309,428,453,"GO:0003779","proline-serine-threonine phosphatase-interacting protein 2"
"Etnk1",3068.07788552755,0.424314854347207,0.134755606747776,3.14877328363341,0.0016395734114811,0.00918856635622079,2214,3089,3541,3580,"GO:0000166","ethanolamine kinase 1"
"Paox",53.7623408040155,-1.52435526652294,0.484502896284775,-3.14622529238086,0.00165392550406651,0.00926420630069932,62,101,32,24,"GO:0005102","polyamine oxidase (exo-N4-amino)"
"B230217C12Rik",199.052226967644,-0.853670810295677,0.271462079093596,-3.14471477248705,0.00166248830887926,0.0093073570284698,223,294,119,170,"GO:0003674","RIKEN cDNA B230217C12 gene"
"Srp72",1223.10725122549,0.489127075252278,0.155568785447113,3.14412093561379,0.00166586579477538,0.009321448427067,948,1086,1389,1507,"GO:0003723","signal recognition particle 72"
"Slc31a1",313.408393952711,0.687735665860187,0.218880842183499,3.1420550971913,0.00167766462656301,0.0093826230766944,213,270,378,406,"GO:0005375","solute carrier family 31, member 1"
"Gramd4",389.172858939141,0.674874597688269,0.214909293555478,3.14027646977516,0.00168788461862195,0.00943490922266852,230,383,471,500,"GO:0003674","GRAM domain containing 4"
"D230037D09Rik",239.038399446288,0.859780973215253,0.273862414142985,3.13946320785136,0.00169257667438907,0.00945138304827671,172,164,254,374,NA,NA
"Fbxl4",135.757318043262,-1.07669879961262,0.342956288420817,-3.13946364584946,0.00169257414416488,0.00945138304827671,121,262,92,85,"GO:0004842","F-box and leucine-rich repeat protein 4"
"Tmem50b",1271.10440619914,0.476429410788017,0.151803274151037,3.13846597481154,0.00169834651320378,0.00947871601109557,897,1255,1390,1614,"GO:0005783","transmembrane protein 50B"
"Ddx1",283.112814807187,0.724150467656605,0.230766125948727,3.13802757956556,0.00170088872170652,0.00948334535793372,173,261,340,376,"GO:0000166","DEAD (Asp-Glu-Ala-Asp) box polypeptide 1"
"Kri1",203.332056984076,0.842438510511896,0.268461717047996,3.13802101757877,0.00170092680055988,0.00948334535793372,136,155,280,247,"GO:0000447","KRI1 homolog"
"Mtap7d1",788.93334697027,0.548922597087495,0.17499374196982,3.1368127277498,0.00170795182112921,0.0095176142378049,533,766,840,1067,NA,NA
"Maml1",617.799223197648,0.564883055358872,0.180125020116226,3.13606102580519,0.00171233568548994,0.00953713752232004,455,544,687,810,"GO:0002193","mastermind like transcriptional coactivator 1"
"Gnas",3526.15529657766,0.481247948705655,0.153472080712817,3.13573613174755,0.00171423364219807,0.0095428021818765,2653,3255,3503,4870,"GO:0000166","GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus"
"4933424B01Rik",331.834780627004,0.681664306749682,0.217448157105172,3.13483598032971,0.00171950223133145,0.00956330992402221,236,274,405,423,NA,NA
"Fam100a",142.07547279518,-0.996320967019455,0.317838197593674,-3.13467976650546,0.00172041806632448,0.00956330992402221,194,179,93,99,NA,NA
"Sun1",145.64731105127,-0.933374596491592,0.297759954834463,-3.13465454752132,0.00172056595974516,0.00956330992402221,175,208,96,107,"GO:0002080","Sad1 and UNC84 domain containing 1"
"Dbt",131.613286552604,-0.980595288793626,0.312852886192089,-3.13436548637608,0.0017222619561132,0.00956782757465347,156,195,93,86,"GO:0005739","dihydrolipoamide branched chain transacylase E2"
"Cdkn1b",546.080585630881,-0.602929979639883,0.192393509459951,-3.1338374217109,0.00172536421815371,0.00957524107339094,630,681,431,447,"GO:0000082","cyclin-dependent kinase inhibitor 1B"
"Eif3i",632.732309595359,0.550204499333569,0.175567064201183,3.13387081931886,0.00172516786253781,0.00957524107339094,438,600,721,805,"GO:0003743","eukaryotic translation initiation factor 3, subunit I"
"Csrp2bp",206.268215475621,-0.809237871812502,0.258462680317609,-3.13096602889856,0.00174232313701146,0.00966440683217877,241,285,143,161,NA,NA
"Rnf31",404.415860696049,0.637247391727974,0.203591930486692,3.13002283638952,0.00174792714292809,0.009690529549304,262,380,464,536,"GO:0000209","ring finger protein 31"
"Lyl1",108.729410944753,-1.08021200218314,0.345137338587698,-3.12980336060819,0.00174923353938912,0.00969281173002678,114,188,65,77,"GO:0000977","lymphoblastomic leukemia 1"
"Znf512b",227.687780850136,-0.840812412870113,0.268756711793542,-3.12852619478401,0.00175685350490322,0.00973005829172629,211,391,164,167,NA,NA
"AI846148",128.20394552826,0.993118849928642,0.317588526035485,3.12706149156559,0.00176562993903149,0.0097736684361411,82,89,163,183,"GO:0003674","expressed sequence AI846148"
"Sidt2",681.442767159888,0.588591563893108,0.188317816429592,3.12552245481866,0.0017748951883875,0.00981993849632368,532,549,757,905,"GO:0000902","SID1 transmembrane family, member 2"
"Ufm1",251.928057486588,0.746573635731556,0.23900773304477,3.12363799372011,0.00178630080962276,0.00987799727955251,165,214,322,317,"GO:0005515","ubiquitin-fold modifier 1"
"Cnot10",189.106313956212,-0.869334221962511,0.278355652275889,-3.1231060510346,0.00178953254126272,0.00989081939770362,232,255,145,125,"GO:0003674","CCR4-NOT transcription complex, subunit 10"
"Epn1",616.858751446543,-0.557494790596711,0.178523129113939,-3.1228154769845,0.0017913001456227,0.00989554027411051,644,836,462,552,"GO:0001701","epsin 1"
"Bclaf1",2791.68449670738,0.413527406585888,0.132447505914217,3.1221985173033,0.00179505852364686,0.0099112482093101,2090,2736,3142,3322,"GO:0003677","BCL2-associated transcription factor 1"
"Tnrc6a",1468.88636155978,-0.451676895444582,0.144692196533398,-3.1216396341065,0.0017984693681128,0.00992502224389506,1483,1937,1198,1319,"GO:0000932","trinucleotide repeat containing 6a"
"0610009O20Rik",101.240396935909,-1.09311384734937,0.350317659732809,-3.12035039336326,0.0018063602907674,0.00996349339607087,113,167,65,66,"GO:0003674","RIKEN cDNA 0610009O20 gene"
"Olfm1",120.969954009605,1.04860065987036,0.336158428167762,3.11936447818898,0.00181241613692216,0.0099918086571388,57,105,150,182,"GO:0001540","olfactomedin 1"
"Pnrc2",922.579104737447,-0.531166576604297,0.170327171004881,-3.11850759611968,0.00181769456432417,0.0100158114014872,998,1186,797,728,"GO:0000184","proline-rich nuclear receptor coactivator 2"
"Fam26f",84.9272196713822,-1.19935160660443,0.384889708706927,-3.1160916477444,0.00183265306121064,0.0100931014804753,102,137,43,62,"GO:0005261","family with sequence similarity 26, member F"
"Sin3b",517.216551413777,0.595560368289115,0.191137297643593,3.11587730721,0.0018339856120965,0.0100953079958544,386,437,589,674,"GO:0000122","transcriptional regulator, SIN3B (yeast)"
"Gar1",137.499725599381,0.958426047176694,0.3076349203568,3.11546571522211,0.00183654696798936,0.0100970317785979,75,115,183,185,"GO:0000454","GAR1 ribonucleoprotein"
"Ifi27l2a",367.144996750633,0.690634081327571,0.221680877114899,3.11544274957741,0.00183668998102435,0.0100970317785979,261,301,391,532,"GO:0003674","interferon, alpha-inducible protein 27 like 2A"
"Pcyox1",142.627108427399,-0.995160409068796,0.319434911758896,-3.11537772621399,0.00183709495390164,0.0100970317785979,138,253,101,92,"GO:0001735","prenylcysteine oxidase 1"
"Klraq1",526.992222094728,-0.734036279764555,0.235672771732355,-3.11464185857742,0.00184168374265594,0.0101171196674401,713,572,405,395,NA,NA
"Mbip",228.621678217783,-0.802102520345167,0.257664642606499,-3.11297084548043,0.00185214313147347,0.0101694204476696,283,294,170,167,"GO:0005515","MAP3K12 binding inhibitory protein 1"
"4921525B02Rik",25.0622866334025,-2.23180645630992,0.717196572653987,-3.11184763202523,0.00185920431363044,0.0102030194172029,34,50,6,12,NA,NA
"Hes6",51.1965610016838,-1.51336345890249,0.486610734499215,-3.11000837344851,0.0018708204032517,0.0102615683181902,59,96,25,29,"GO:0000122","hairy and enhancer of split 6"
"Itfg3",131.250629270269,-0.966540959857617,0.31088918834983,-3.10895649021416,0.0018774936462156,0.0102929598529623,148,203,90,90,NA,NA
"Tpcn2",121.500936677108,-1.01014851801827,0.324937125162294,-3.1087507083524,0.00187880169950848,0.0102949209968515,139,189,86,77,"GO:0005216","two pore segment channel 2"
"Bivm",90.1627403714359,-1.14869739084018,0.369628714877746,-3.1077060428601,0.00188545504116917,0.0103261549347754,107,144,50,64,"GO:0005615","basic, immunoglobulin-like variable motif containing"
"Nphp3",125.072167200694,-1.05571316954919,0.33997111062581,-3.10530258764006,0.00190084459343836,0.0104051791211307,128,218,93,71,"GO:0001822","nephronophthisis 3 (adolescent)"
"Sike1",320.201684247092,-0.682456082684705,0.219839013419357,-3.10434472967215,0.00190700993482462,0.0104336558706844,325,476,237,262,"GO:0003674","suppressor of IKBKE 1"
"1810013L24Rik",789.596700320426,0.528985819272899,0.170495844459964,3.10263174418375,0.0019180815330542,0.0104889334919617,529,784,936,954,"GO:0003674","RIKEN cDNA 1810013L24 gene"
"Sod1",2344.04837135816,0.527859670568444,0.170158168710153,3.10217061319929,0.00192107204418872,0.0104999866068095,1584,2314,2273,3376,"GO:0000187","superoxide dismutase 1, soluble"
"Bsg",545.462318451793,0.574254486250488,0.185193951896714,3.10082743183082,0.00192980721446202,0.0105424112729536,374,512,606,720,"GO:0002080","basigin"
"Zc3h15",544.087887632646,0.671881985227483,0.216723418932885,3.10018173640732,0.00193401936094353,0.0105600966416841,428,400,718,631,"GO:0005634","zinc finger CCCH-type containing 15"
"Rab43",3446.72101615308,-0.411089746069782,0.132668997617727,-3.09861198510218,0.00194429474936425,0.0106055110875443,3295,4678,2844,3160,"GO:0000166","RAB43, member RAS oncogene family"
"Xylt1",28.6523955652751,2.06358853878669,0.665943803624306,3.09874275810646,0.00194343681617007,0.0106055110875443,11,11,53,40,"GO:0000139","xylosyltransferase 1"
"AI662270",341.826193054755,0.660443784755329,0.213185992393231,3.09796988695726,0.00194851226650089,0.0106231672788144,231,303,422,426,NA,"expressed sequence AI662270"
"Zfp169",194.528178407652,-0.813207691333037,0.26256306589044,-3.09718995920152,0.00195364639170719,0.0106458004835835,219,280,139,147,"GO:0003674","zinc finger protein 169"
"Rnf122",142.455174393363,-0.987731322615835,0.318986403887719,-3.09646840924138,0.00195840728328146,0.0106663781296068,192,182,84,110,"GO:0000209","ring finger protein 122"
"Pde7a",480.812635025446,-0.614877721861172,0.198617542100254,-3.09578758935002,0.00196290919581356,0.0106855252855519,543,619,395,373,"GO:0004112","phosphodiesterase 7A"
"1810074P20Rik",383.423892754786,-0.63582897789982,0.205418341558272,-3.09528824483986,0.00196621714195952,0.0106981568552725,405,536,305,303,NA,NA
"Arid1b",1121.4594653113,0.553021393811444,0.178712180333979,3.09448070510891,0.00197157758259612,0.01072193772704,914,883,1325,1376,"GO:0005515","AT rich interactive domain 1B (SWI-like)"
"Tmem173",959.646491725091,0.549751521091293,0.177753737398587,3.09277053263052,0.00198297400481711,0.0107785034591991,591,1005,1145,1166,"GO:0000166","transmembrane protein 173"
"Slc7a7",346.337323466875,0.662694429243691,0.214372787754725,3.09131786820775,0.00199270187921325,0.010825947571473,243,295,433,426,"GO:0000821","solute carrier family 7 (cationic amino acid transporter, y+ system), member 7"
"Vezf1",904.916942610429,0.503923029551847,0.16305123374869,3.09058090494759,0.00199765373704719,0.0108474099916953,687,812,1017,1136,"GO:0000977","vascular endothelial zinc finger 1"
"Tifa",290.038198731533,-0.711370139833944,0.230288571103895,-3.08903796842357,0.00200805774415877,0.0108984416545451,290,443,219,227,"GO:0005515","TRAF-interacting protein with forkhead-associated domain"
"Mpp5",357.285203344908,0.690654338094933,0.223642863742645,3.08820199552487,0.00201371544950543,0.0109236752451138,206,354,438,457,"GO:0002011","membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)"
"Uevld",135.562175254894,-0.948222537569325,0.307198887222601,-3.08667308707479,0.00202410066825527,0.01097451578539,149,213,87,101,"GO:0003824","UEV and lactate/malate dehyrogenase domains"
"Smarca5",1276.79210404735,0.489719048710879,0.158676419266127,3.08627489185735,0.00202681349247834,0.0109837271455817,967,1162,1561,1454,"GO:0000166","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5"
